ticker,name,city,isin,status
MARBL,TUREKS TURUNÇ MADENCİLİK İÇ VE DIŞ TİCARET A.Ş.,AFYONKARAHİSAR,TRETRKT00044,STOCK
MARKA,MARKA YATIRIM HOLDİNG A.Ş.,İSTANBUL,TREIFTY00019,STOCK
MARMR,MARMARA HOLDİNG A.Ş.,KOCAELİ,TREMRMH00016,STOCK
MARTI,MARTI OTEL İŞLETMELERİ A.Ş.,İSTANBUL,TRAMMART91K7,STOCK
MAVI,MAVİ GİYİM SANAYİ VE TİCARET A.Ş.,İSTANBUL,TREMAVI00037,STOCK
MBFTR,MERCEDES-BENZ FİNANSMAN TÜRK A.Ş.,İSTANBUL,,NON_EQUITY
MCARD,METROPAL KURUMSAL HİZMETLER A.Ş.,İSTANBUL,TREMTRP00014,STOCK
MDASM,MİDAS MENKUL DEĞERLER A.Ş.,İSTANBUL,,NON_EQUITY
MDIAZ,MEDİAZZ YENİ MEDYA VE TEKNOLOJİ YATIRIMLARI A.Ş.,İSTANBUL,,UNRESOLVED
MDS,MİDAS MENKUL DEĞERLER A.Ş.,İSTANBUL,,NON_EQUITY
MEDTR,MEDİTERA TIBBİ MALZEME SANAYİ VE TİCARET A.Ş.,İZMİR,TREMDTR00028,STOCK
MEGAP,MEGA POLİETİLEN KÖPÜK SANAYİ VE TİCARET A.Ş.,İSTANBUL,TREMEGA00011,STOCK
MEGMT,MEGA METAL SANAYİ VE TİCARET A.Ş.,İSTANBUL,TREMEGM00024,STOCK
MEKAG,MEKA GLOBAL MAKİNE İMALAT SANAYİ VE TİCARET A.Ş.,ANKARA,TREMEKA00013,STOCK
MEKMD,MEKSA YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL,,NON_EQUITY
MEPET,BREAK MOLA TURİZM YATIRIMLAR A.Ş.,İSTANBUL,,UNRESOLVED
MERCN,MERCAN KİMYA SANAYİ VE TİCARET A.Ş.,DENİZLİ,TREMRCN00023,STOCK
MERIT,MERİT TURİZM YATIRIM VE İŞLETME A.Ş.,İSTANBUL,TREMRTT00016,STOCK
MERKO,MERKO GIDA SANAYİ VE TİCARET A.Ş.,İSTANBUL,TRAMERKO91A5,STOCK
METEN,METGÜN ENERJİ YATIRIMLARI A.Ş.,İSTANBUL,,UNRESOLVED
METRO,METRO TİCARİ VE MALİ YATIRIMLAR HOLDİNG A.Ş.,İSTANBUL,TRAVANET91A5,STOCK
MEYSU,MEYSU GIDA SANAYİ VE TİCARET A.Ş.,KAYSERİ,TREMYSU00020,STOCK
MGROS,MİGROS TİCARET A.Ş.,İSTANBUL,TREMGTI00012,STOCK
MHRGY,MHR GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TREMHRG00018,STOCK
MIATK,MİA TEKNOLOJİ A.Ş.,ANKARA,TREMIAT00015,STOCK
MILKS,MİLK ACADEMY SÜT ÜRÜNLERİ SANAYİ VE TİCARET A.Ş.,BURSA,,UNRESOLVED
MINTF,MİNT FİNANSMAN A.Ş.,İSTANBUL,,NON_EQUITY
MMCAS,MMC SANAYİ VE TİCARİ YATIRIMLAR A.Ş.,İSTANBUL,TREGNTR00011,STOCK
MNDRS,MENDERES TEKSTİL SANAYİ VE TİCARET A.Ş.,İZMİR,TRAMNDRS91B0,STOCK
MNDTR,MONDİ TURKEY OLUKLU MUKAVVA KAĞIT VE AMBALAJ SANAYİ A.Ş.,İZMİR,TRATIREW91D1,STOCK
MNGFA,MNG FAKTORİNG A.Ş.,İSTANBUL,,NON_EQUITY
MOBTL,MOBİLTEL İLETİŞİM HİZMETLERİ SANAYİ VE TİCARET A.Ş.,İSTANBUL,TREMBTL00025,STOCK
MOGAN,MOGAN ENERJİ YATIRIM HOLDİNG A.Ş.,ANKARA,TREMOGN00021,STOCK
MOPAS,MOPAŞ MARKETÇİLİK GIDA SANAYİ VE TİCARET A.Ş.,İSTANBUL,TREMPAS00012,STOCK
MPARK,MLP SAĞLIK HİZMETLERİ A.Ş.,İSTANBUL,TREMLPC00021,STOCK
MRBAS,MARBAŞ MENKUL DEĞERLER A.Ş.,İSTANBUL,,NON_EQUITY
MRBKF,MERCEDES BENZ KAMYON FİNANSMAN A.Ş.,İSTANBUL,,NON_EQUITY
MRGYO,MARTI GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TREMRGY00013,STOCK
MRMAG,MARKA MAĞAZACILIK A.Ş.,İSTANBUL,,UNRESOLVED
MRS,MARBAŞ MENKUL DEĞERLER A.Ş.,İSTANBUL,,NON_EQUITY
MRSHL,MARSHALL BOYA VE VERNİK SANAYİİ A.Ş.,KOCAELİ,TRAMRSHL91E9,STOCK
MSA,MEKSA YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL,,NON_EQUITY
MSGYO,MİSTRAL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İZMİR,TREMIST00017,STOCK
MSY,MİSYON YATIRIM BANKASI A.Ş.,İSTANBUL,,NON_EQUITY
MSYBN,MİSYON YATIRIM BANKASI A.Ş.,İSTANBUL,,NON_EQUITY
MTRKS,MATRİKS FİNANSAL TEKNOLOJİLER A.Ş.,İSTANBUL,TREMTRK00015,STOCK
MTRYO,METRO YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TRAECBYO91Q7,STOCK
MZHLD,MAZHAR ZORLU HOLDİNG A.Ş.,İZMİR,TRAMZHLD94Q2,STOCK
NATEN,NATUREL YENİLENEBİLİR ENERJİ TİCARET A.Ş.,ANKARA,TRENATU00026,STOCK
NETAS,NETAŞ TELEKOMÜNİKASYON A.Ş.,İSTANBUL,TRANETAS91H6,STOCK
NETCD,NETCAD YAZILIM A.Ş.,ANKARA,TRENETC00026,STOCK
NIBAS,NİĞBAŞ NİĞDE BETON SANAYİ VE TİCARET A.Ş.,NİĞDE,TRENNBS00013,STOCK
NRBNK,NUROL YATIRIM BANKASI A.Ş.,İSTANBUL,,NON_EQUITY
NTGAZ,NATURELGAZ SANAYİ VE TİCARET A.Ş.,İSTANBUL,TRENTGZ00014,STOCK
NTHOL,NET HOLDİNG A.Ş.,İSTANBUL,TRANTHOL91Q6,STOCK
NUGYO,NUROL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TRANUGYO91Q9,STOCK
NUHCM,NUH ÇİMENTO SANAYİ A.Ş.,KOCAELİ,TRANUHCM91F0,STOCK
NURVK,NUROL VARLIK KİRALAMA A.Ş.,,,NON_EQUITY
NYB,NUROL YATIRIM BANKASI A.Ş.,İSTANBUL,,NON_EQUITY
OBAMS,OBA MAKARNACILIK SANAYİ VE TİCARET A.Ş.,GAZİANTEP,TREOBAM00011,STOCK
OBASE,OBASE BİLGİSAYAR VE DANIŞMANLIK HİZMETLERİ TİCARET A.Ş.,İSTANBUL,TREOBAS00018,STOCK
ODAS,ODAŞ ELEKTRİK ÜRETİM SANAYİ TİCARET A.Ş.,İSTANBUL,TREODAS00014,STOCK
ODINE,ODİNE SOLUTİONS TEKNOLOJİ TİCARET VE SANAYİ A.Ş.,İSTANBUL,TREODNE00017,STOCK
OFSYM,OFİS YEM GIDA SANAYİ TİCARET A.Ş.,ANKARA,TREOFSY00027,STOCK
OMD,OSMANLI YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL,,DUPLICATE (see OSMEN)
ONCSM,ONCOSEM ONKOLOJİK SİSTEMLER SANAYİ VE TİCARET A.Ş.,ANKARA,TREONCO00026,STOCK
ONRYT,ONUR YÜKSEK TEKNOLOJİ A.Ş.,ANKARA,TREONRY00015,STOCK
OPET,OPET PETROLCÜLÜK A.Ş.,İSTANBUL,,UNRESOLVED
ORCAY,ORÇAY ORTAKÖY ÇAY SANAYİ VE TİCARET A.Ş.,RİZE,TREORCY00026,STOCK
ORFIN,ORFİN FİNANSMAN A.Ş.,İSTANBUL,,NON_EQUITY
ORGE,ORGE ENERJİ ELEKTRİK TAAHHÜT A.Ş.,İSTANBUL,TREORGE00011,STOCK
ORMA,ORMA ORMAN MAHSÜLLERİ İNTEGRE SANAYİ VE TİCARET A.Ş.,İSTANBUL,TREORMA00017,STOCK
ORZAX,ORZAKS İLAÇ VE KİMYA SANAYİ TİCARET A.Ş.,İSTANBUL,TREORZK00018,STOCK
OSMEN,OSMANLI YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL,TREOSMK00022,STOCK
OSTIM,OSTİM ENDÜSTRİYEL YATIRIMLAR VE İŞLETME A.Ş.,ANKARA,TREOSTM00015,STOCK
OSVKS,OSMANLI VARLIK KİRALAMA A.Ş.,İSTANBUL,,NON_EQUITY
OTKAR,OTOKAR OTOMOTİV VE SAVUNMA SANAYİ A.Ş.,İSTANBUL,TRAOTKAR91H3,STOCK
OTOSR,OTOSOR OTOMOTİV A.Ş.,İSTANBUL,,UNRESOLVED
OTTO,OTTO HOLDİNG A.Ş.,İSTANBUL,TRETTUR00019,STOCK
OYA,OYAK YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL,,DUPLICATE (see OYYAT)
OYAKC,OYAK ÇİMENTO FABRİKALARI A.Ş.,ANKARA,,UNRESOLVED
OYAYO,OYAK YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TREOYAY00018,STOCK
OYLUM,OYLUM SINAİ YATIRIMLAR A.Ş.,KAYSERİ,TREOYLS00017,STOCK
OYYAT,OYAK YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL,TREOYMD00017,STOCK
OZATD,ÖZATA DENİZCİLİK SANAYİ VE TİCARET A.Ş.,YALOVA,TREOZAT00023,STOCK
OZGYO,ÖZDERİCİ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TRAOZFIN91P5,STOCK
OZKGY,ÖZAK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TREOZAK00014,STOCK
OZRDN,ÖZERDEN AMBALAJ SANAYİ A.Ş.,İSTANBUL,TREOZER00029,STOCK
OZSUB,ÖZSU BALIK ÜRETİM A.Ş.,İZMİR,TREOZSU00023,STOCK
OZYSR,ÖZYAŞAR TEL VE GALVANİZLEME SANAYİ A.Ş.,İSTANBUL,TREOZYS00025,STOCK
PAGYO,PANORA GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,ANKARA,TREPGYO00013,STOCK
PAHOL,PASİFİK HOLDİNG A.Ş.,ANKARA,TREPSFH00011,STOCK
PAMEL,PAMEL YENİLENEBİLİR ELEKTRİK ÜRETİM A.Ş.,İSTANBUL,TREBOMO00012,STOCK
PAPIL,PAPİLON SAVUNMA TEKNOLOJİ VE TİCARET A.Ş.,ANKARA,TREPAPL00010,STOCK
PARSN,PARSAN MAKİNA PARÇALARI SANAYİİ A.Ş.,İSTANBUL,TRAPARSN91H6,STOCK
PASEU,PASİFİK EURASİA LOJİSTİK DIŞ TİCARET A.Ş.,ANKARA,TREPASF00024,STOCK
PATEK,PASİFİK TEKNOLOJİ A.Ş.,İSTANBUL,TREPSFD00010,STOCK
PBT,PASHA YATIRIM BANKASI A.Ş.,İSTANBUL,,NON_EQUITY
PBTR,PASHA YATIRIM BANKASI A.Ş.,İSTANBUL,,NON_EQUITY
PCILT,PC İLETİŞİM VE MEDYA HİZMETLERİ SANAYİ TİCARET A.Ş.,İSTANBUL,TREPCIL00029,STOCK
PEKGY,PEKER GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TREPEGY00022,STOCK
PENGD,PENGUEN GIDA SANAYİ A.Ş.,BURSA,TRAPENGD91A8,STOCK
PENTA,PENTA TEKNOLOJİ ÜRÜNLERİ DAĞITIM TİCARET A.Ş.,İSTANBUL,TREPNTA00042,STOCK
PETKM,PETKİM PETROKİMYA HOLDİNG A.Ş.,İZMİR,TRAPETKM91E0,STOCK
PETUN,PINAR ENTEGRE ET VE UN SANAYİİ A.Ş.,İZMİR,TRAPETUN91A5,STOCK
PGSUS,PEGASUS HAVA TAŞIMACILIĞI A.Ş.,İSTANBUL,TREPEGS00016,STOCK
PINSU,PINAR SU VE İÇECEK SANAYİ VE TİCARET A.Ş.,İZMİR,TRAPINSU91A8,STOCK
PKART,PLASTİKKART AKILLI KART İLETİŞİM SİSTEMLERİ SANAYİ VE TİCARET A.Ş.,İSTANBUL,TREPKRT00018,STOCK
PKENT,PETROKENT TURİZM A.Ş.,ANKARA,TRAPKENT91K5,STOCK
PLTUR,PLATFORM TURİZM TAŞIMACILIK GIDA İNŞAAT TEMİZLİK HİZMETLERİ SANAYİ VE TİCARET A.Ş.,İSTANBUL,TREPLTU00028,STOCK
PNLSN,PANELSAN ÇATI CEPHE SİSTEMLERİ SANAYİ VE TİCARET A.Ş.,ANKARA,TREPNLS00017,STOCK
PNSUT,PINAR SÜT MAMÜLLERİ SANAYİİ A.Ş.,İZMİR,TRAPNSUT91A5,STOCK
POLHO,POLİSAN HOLDİNG A.Ş.,KOCAELİ,TREPOHO00012,STOCK
POLTK,POLİTEKNİK METAL SANAYİ VE TİCARET A.Ş.,İSTANBUL,TREPOLT00013,STOCK
PRDGS,PARDUS GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TREPRDS00023,STOCK
PRFFK,PARAFİNANS FAKTORİNG A.Ş.,İSTANBUL,,NON_EQUITY
PRKAB,TÜRK PRYSMİAN KABLO VE SİSTEMLERİ A.Ş.,BURSA,TRASMENS91H3,STOCK
PRKME,PARK ELEKTRİK ÜRETİM MADENCİLİK SANAYİ VE TİCARET A.Ş.,İSTANBUL,TRAPRKTE91B5,STOCK
PRZMA,PRİZMA PRES MATBAACILIK YAYINCILIK SANAYİ VE TİCARET A.Ş.,İSTANBUL,TREPRZM00011,STOCK
PSDTC,PERGAMON STATUS DIŞ TİCARET A.Ş.,İZMİR,TREPERG00018,STOCK
PSGYO,PASİFİK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,ANKARA,TREPSFK00023,STOCK
QNBFF,QNB FAKTORİNG A.Ş.,İSTANBUL,,NON_EQUITY
QNBFK,QNB FİNANSAL KİRALAMA A.Ş.,İSTANBUL,,NON_EQUITY
QNBTR,QNB BANK A.Ş.,İSTANBUL,,UNRESOLVED
QNBVK,QNB VARLIK KİRALAMA A.Ş.,İSTANBUL,,NON_EQUITY
QUAGR,QUA GRANITE HAYAL YAPI VE ÜRÜNLERİ SANAYİ TİCARET A.Ş.,AYDIN,TREQAGR00022,STOCK
QUFIN,QUICK FİNANSMAN A.Ş.,İSTANBUL,,NON_EQUITY
QYATB,Q YATIRIM BANKASI A.Ş.,İZMİR,,NON_EQUITY
QYHOL,Q YATIRIM HOLDİNG A.Ş.,AYDIN,,UNRESOLVED
RALYH,RAL YATIRIM HOLDİNG A.Ş.,ANKARA,,UNRESOLVED
RAYSG,RAY SİGORTA A.Ş.,İSTANBUL,TRARAYSG91O8,STOCK
REEDR,REEDER TEKNOLOJİ SANAYİ VE TİCARET A.Ş.,SAMSUN,TREREED00035,STOCK
RGYAS,RÖNESANS GAYRİMENKUL YATIRIM A.Ş.,ANKARA,TRERSGY00036,STOCK
RNPOL,RAİNBOW POLİKARBONAT SANAYİ TİCARET A.Ş.,KAYSERİ,TRERNPL00027,STOCK
RODRG,RODRİGO TEKSTİL SANAYİ VE TİCARET A.Ş.,İSTANBUL,TRERDRT00019,STOCK
RTALB,RTA LABORATUVARLARI BİYOLOJİK ÜRÜNLER İLAÇ VE MAKİNE SANAYİ TİCARET A.Ş.,KOCAELİ,TRERTAL00018,STOCK
RUBNS,RUBENİS TEKSTİL SANAYİ TİCARET A.Ş.,İSTANBUL,TRERBNS00014,STOCK
RUZYE,RUZY MADENCİLİK VE ENERJİ YATIRIMLARI SANAYİ VE TİCARET A.Ş.,İZMİR,TRAALYAG91A8,STOCK
RYGYO,REYSAŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TRERGYO00019,STOCK
RYSAS,REYSAŞ TAŞIMACILIK VE LOJİSTİK TİCARET A.Ş.,İSTANBUL,TREREYS00015,STOCK
SAFKR,SAFKAR EGE SOĞUTMACILIK KLİMA SOĞUK HAVA TESİSLERİ İHRACAT İTHALAT SANAYİ VE TİCARET A.Ş.,İZMİR,TRESFEK00027,STOCK
SAHOL,HACI ÖMER SABANCI HOLDİNG A.Ş.,İSTANBUL,TRASAHOL91Q5,STOCK
SAMAT,SARAY MATBAACILIK KAĞITÇILIK KIRTASİYECİLİK TİCARET VE SANAYİ A.Ş.,ANKARA,TRESRAY00013,STOCK
SANEL,SAN-EL MÜHENDİSLİK ELEKTRİK TAAHHÜT SANAYİ VE TİCARET A.Ş.,İSTANBUL,TRESNEL00011,STOCK
SANFM,SANİFOAM ENDÜSTRİ VE TÜKETİM ÜRÜNLERİ SANAYİ TİCARET A.Ş.,TEKİRDAĞ,TRESNFM00016,STOCK
SANKO,SANKO PAZARLAMA İTHALAT İHRACAT A.Ş.,GAZİANTEP,TRASANKO91I2,STOCK
SARKY,SARKUYSAN ELEKTROLİTİK BAKIR SANAYİ VE TİCARET A.Ş.,KOCAELİ,TRASARKY91G6,STOCK
SARTN,SARTEN AMBALAJ SANAYİ VE TİCARET A.Ş.,,,UNRESOLVED
SASA,SASA POLYESTER SANAYİ A.Ş.,ADANA,TRASASAW91E4,STOCK
SAYAS,SAY YENİLENEBİLİR ENERJİ EKİPMANLARI SANAYİ VE TİCARET A.Ş.,İZMİR,TRESAYR00013,STOCK
SDTTR,SDT UZAY VE SAVUNMA TEKNOLOJİLERİ A.Ş.,ANKARA,TRESDTT00013,STOCK
SEGMN,SEĞMEN KARDEŞLER GIDA ÜRETİM VE AMBALAJ SANAYİ A.Ş.,ANKARA,TRESGMN00022,STOCK
SEGYO,ŞEKER GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TRESKGY00015,STOCK
SEK,ŞEKERBANK T.A.Ş.,,,DUPLICATE (see SKBNK)
SEKFK,ŞEKER FİNANSAL KİRALAMA A.Ş.,İSTANBUL,TRESKFK00016,STOCK
SEKUR,SEKURO PLASTİK AMBALAJ SANAYİ A.Ş.,İSTANBUL,TRESKPA00016,STOCK
SELEC,SELÇUK ECZA DEPOSU TİCARET VE SANAYİ A.Ş.,İSTANBUL,TRESLEC00014,STOCK
SELVA,SELVA GIDA SANAYİ A.Ş.,KONYA,TRESLVA00020,STOCK
SERNT,SERANİT GRANİT SERAMİK SANAYİ VE TİCARET A.Ş.,İSTANBUL,TRESRNT00016,STOCK
SEYKM,SEYİTLER KİMYA SANAYİ A.Ş.,MANİSA,TRESEYT00011,STOCK
SILVR,SİLVERLİNE ENDÜSTRİ VE TİCARET A.Ş.,AMASYA,TRESLVR00016,STOCK
SISE,TÜRKİYE ŞİŞE VE CAM FABRİKALARI A.Ş.,İSTANBUL,TRASISEW91Q3,STOCK
SKBNK,ŞEKERBANK T.A.Ş.,,TRASKBNK91N8,STOCK
SKTAS,SÖKTAŞ TEKSTİL SANAYİ VE TİCARET A.Ş.,AYDIN,TRASKTAS91B5,STOCK
SKY,ŞEKER YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL,,DUPLICATE (see SKYMD)
SKYLP,SKYALP FİNANSAL TEKNOLOJİLER VE DANIŞMANLIK A.Ş.,İSTANBUL,TREMCTD00012,STOCK
SKYMD,ŞEKER YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL,TRESKMD00017,STOCK
SMART,SMARTİKS YAZILIM A.Ş.,İSTANBUL,TRESMRT00018,STOCK
SMRFA,SÜMER FAKTORİNG A.Ş.,İSTANBUL,,NON_EQUITY
SMRTG,SMART GÜNEŞ ENERJİSİ TEKNOLOJİLERİ ARAŞTIRMA GELİŞTİRME ÜRETİM SANAYİ VE TİCARET A.Ş.,İSTANBUL,TRESMAR00026,STOCK
SMRVA,SÜMER VARLIK YÖNETİM A.Ş.,İSTANBUL,TRESUVY00013,STOCK
SNGYO,SİNPAŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TRESNGY00019,STOCK
SNICA,SANİCA ISI SANAYİ A.Ş.,İSTANBUL,TRESANK00011,STOCK
SNPAM,SÖNMEZ PAMUKLU SANAYİİ A.Ş.,BURSA,TRASNPAM91B0,STOCK
SODSN,SODAŞ SODYUM SANAYİİ A.Ş.,İZMİR,TRESODS00016,STOCK
SOHOE,SOHO GİYİM VE ENERJİ A.Ş.,İSTANBUL,TRESOHO00016,STOCK
SOKE,SÖKE DEĞİRMENCİLİK SANAYİ VE TİCARET A.Ş.,AYDIN,TRESOKE00029,STOCK
SOKM,ŞOK MARKETLER TİCARET A.Ş.,İSTANBUL,TRESOKM00022,STOCK
SONME,SÖNMEZ FİLAMENT SENTETİK İPLİK VE ELYAF SANAYİ A.Ş.,BURSA,TRASONME91B5,STOCK
SRVGY,SERVET GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TRESRGY00010,STOCK
SUMAS,SUMAŞ SUNİ TAHTA VE MOBİLYA SANAYİİ A.Ş.,BALIKESİR,TRESMAS00016,STOCK
SUNTK,SUN TEKSTİL SANAYİ VE TİCARET A.Ş.,İZMİR,TRESUNT00010,STOCK
SURGY,SUR TATİL EVLERİ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TRESRTE00023,STOCK
SUWEN,SUWEN TEKSTİL SANAYİ PAZARLAMA A.Ş.,İSTANBUL,TRESUWN00022,STOCK
SVGYO,SAVUR GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TRESVRG00024,STOCK
TABGD,TAB GIDA SANAYİ VE TİCARET A.Ş.,İSTANBUL,TRETABG00020,STOCK
TAC,TACİRLER YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL,,NON_EQUITY
TAE,TERA YATIRIM BANKASI A.Ş.,İSTANBUL,,NON_EQUITY
TAMFA,TAM FİNANS FAKTORİNG A.Ş.,İSTANBUL,,NON_EQUITY
TARKM,TARKİM BİTKİ KORUMA SANAYİ VE TİCARET A.Ş.,MANİSA,TRETRKM00015,STOCK
TATEN,TATLIPINAR ENERJİ ÜRETİM A.Ş.,İSTANBUL,TRETATL00022,STOCK
TATGD,TAT GIDA SANAYİ A.Ş.,İSTANBUL,TRATATKS91A5,STOCK
TAVHL,TAV HAVALİMANLARI HOLDİNG A.Ş.,İSTANBUL,TRETAVH00018,STOCK
TBORG,TÜRK TUBORG BİRA VE MALT SANAYİİ A.Ş.,İZMİR,TRATBORG91A4,STOCK
TCELL,TURKCELL İLETİŞİM HİZMETLERİ A.Ş.,İSTANBUL,TRATCELL91M1,STOCK
TCKRC,KIRAÇ GALVANİZ TELEKOMİNİKASYON METAL MAKİNE İNŞAAT ELEKTRİK SANAYİ VE TİCARET A.Ş.,BURSA,TREKIRC00019,STOCK
TCRYT,TACİRLER YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL,,NON_EQUITY
TDGYO,TREND GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TRETGYO00023,STOCK
TEBFA,TEB FAKTORİNG A.Ş.,İSTANBUL,,NON_EQUITY
TEHOL,TERA YATIRIM TEKNOLOJİ HOLDİNG A.Ş.,İSTANBUL,TRAGLOBL91Q0,STOCK
TEKTU,TEK-ART İNŞAAT TİCARET TURİZM SANAYİ VE YATIRIMLAR A.Ş.,İSTANBUL,TRATEKTU91K2,STOCK
TERA,TERA YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL,TRETERA00013,STOCK
TEVKS,TERA VARLIK KİRALAMA A.Ş.,İSTANBUL,,NON_EQUITY
TEZOL,EUROPAP TEZOL KAĞIT SANAYİ VE TİCARET A.Ş.,İZMİR,TRETEZL00021,STOCK
TFNVK,TF VARLIK KİRALAMA A.Ş.,İSTANBUL,,NON_EQUITY
TGB,TÜRKİYE GARANTİ BANKASI A.Ş.,İSTANBUL,,DUPLICATE (see GARAN)
TGSAS,TGS DIŞ TİCARET A.Ş.,İSTANBUL,TRETGSD00010,STOCK
THL,TÜRKİYE HALK BANKASI A.Ş.,İSTANBUL,,DUPLICATE (see HALKB)
THR,TÜRKİYE İHRACAT KREDİ BANKASI A.Ş.,İSTANBUL,,UNRESOLVED
THYAO,TÜRK HAVA YOLLARI A.O.,İSTANBUL,TRATHYAO91M5,STOCK
TIB,TÜRKİYE İŞ BANKASI A.Ş.,İSTANBUL,,DUPLICATE (see ISKUR)
TIMUR,TİMUR GAYRİMENKUL GELİŞTİRME YAPI VE YATIRIM A.Ş.,İSTANBUL,,UNRESOLVED
TKFEN,TEKFEN HOLDİNG A.Ş.,İSTANBUL,TRETKHO00012,STOCK
TKNSA,TEKNOSA İÇ VE DIŞ TİCARET A.Ş.,İSTANBUL,TRETKNO00010,STOCK
TLMAN,TRABZON LİMAN İŞLETMECİLİĞİ A.Ş.,TRABZON,TRETLMN00020,STOCK
TMPOL,TEMAPOL POLİMER PLASTİK VE İNŞAAT SANAYİ TİCARET A.Ş.,KAYSERİ,TRETMPL00017,STOCK
TMSN,TÜMOSAN MOTOR VE TRAKTÖR SANAYİ A.Ş.,İSTANBUL,TRETUMO00011,STOCK
TNZTP,TAPDİ OKSİJEN ÖZEL SAĞLIK VE EĞİTİM HİZMETLERİ SANAYİ TİCARET A.Ş.,İZMİR,TRETAPD00019,STOCK
TOASO,TOFAŞ TÜRK OTOMOBİL FABRİKASI A.Ş.,İSTANBUL,TRATOASO91H3,STOCK
TRA,TERA YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL,,DUPLICATE (see TERA)
TRALT,TÜRK ALTIN İŞLETMELERİ A.Ş.,ANKARA,TREKOAL00014,STOCK
TRBNK,TERA YATIRIM BANKASI A.Ş.,İSTANBUL,,NON_EQUITY
TRCAS,TURCAS HOLDİNG A.Ş.,İSTANBUL,TRATRCAS92E6,STOCK
TRENJ,TR DOĞAL ENERJİ KAYNAKLARI ARAŞTIRMA VE ÜRETİM A.Ş.,ANKARA,TRAIPMAT92D2,STOCK
TRFFA,TERA FİNANS FAKTORİNG A.Ş.,İSTANBUL,,NON_EQUITY
TRGYO,TORUNLAR GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TRETRGY00018,STOCK
TRHOL,TERA FİNANSAL YATIRIMLAR HOLDİNG A.Ş.,İSTANBUL,,UNRESOLVED
TRILC,TURK İLAÇ VE SERUM SANAYİ A.Ş.,ANKARA,TRETRLC00022,STOCK
TRKFN,TURK FİNANSMAN A.Ş.,İSTANBUL,,NON_EQUITY
TRKNT,TURKNET İLETİŞİM HİZMETLERİ A.Ş.,İSTANBUL,,UNRESOLVED
TRMEN,TRIVE YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL,,NON_EQUITY
TRMET,TR ANADOLU METAL MADENCİLİK İŞLETMELERİ A.Ş.,ANKARA,TREKOZA00014,STOCK
TRYKI,TİRYAKİ AGRO GIDA SANAYİ VE TİCARET A.Ş.,İSTANBUL,,UNRESOLVED
TSGYO,TSKB GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TRETSGY00016,STOCK
TSK,TÜRKİYE SINAİ KALKINMA BANKASI A.Ş.,İSTANBUL,,DUPLICATE (see TSKB)
TSKB,TÜRKİYE SINAİ KALKINMA BANKASI A.Ş.,İSTANBUL,TRATSKBW91N0,STOCK
TSPOR,TRABZONSPOR SPORTİF YATIRIM VE FUTBOL İŞLETMECİLİĞİ TİCARET A.Ş.,TRABZON,TRETRBZ00016,STOCK
TTKOM,TÜRK TELEKOMÜNİKASYON A.Ş.,ANKARA,TRETTLK00013,STOCK
TTRAK,TÜRK TRAKTÖR VE ZİRAAT MAKİNELERİ A.Ş.,ANKARA,TRETTRK00010,STOCK
